Country,Biome,Elevation,Vegetation,MAT,MAP,Soil_microbial_biomass_carbon,Soil_microbial_biomass_nitrogen,Soil_microbial_biomass_phosphorus,Soil_organic_carbon,Total_nitrogen,Total_organic_phosphorus,pH,Lower_depth,Method
Sweden,Cropland,,,,,9,,,1158.33,,,4.4,30,FE
Sweden,Cropland,,,,,19.5,,,1233.33,,,7.4,30,FE
Sweden,Cropland,,,,,25.75,,,1391.67,,,6.4,30,FE
Sweden,Cropland,,,,,31.75,,,1650,,,6.8,30,FE
Sweden,Cropland,,,,,28.5,,,1475,,,6.1,30,FE
Sweden,Cropland,,,,,35.17,,,1833.33,,,6.6,30,FE
Sweden,Cropland,,,,,24.17,,,2625,,,5.6,30,FE
Sweden,Cropland,,,,,30.92,,,2991.67,,,6.3,30,FE
Sweden,Cropland,,,,,24.08,,,1675,,,6.4,30,FE
Sweden,Cropland,,,,,32.42,,,1791.67,,,6.9,30,FE
Sweden,Cropland,,,,,15.75,,,2525,,,5.3,30,FE
Sweden,Cropland,,,,,14.5,2.5,,866.67,95.24,,6.2,15,FI
Sweden,Cropland,,,,,15.83,3.43,,975,112.93,,6.2,15,FI
Sweden,Cropland,,,,,22.42,4.36,,1108.33,115.85,,6.7,15,FI
Sweden,Cropland,,,,,2.08,1.36,,1133.33,119.93,,4.4,15,FI
Sweden,Cropland,,,,,26.75,4.57,,1166.67,120.48,,7.4,15,FI
Sweden,Cropland,,,,,25.42,7.64,,1258.33,125.42,,6.4,15,FI
Sweden,Cropland,,,,,27.92,6.93,,1441.67,135.79,,6.8,15,FI
Sweden,Cropland,,,,,33.5,6.5,,1341.67,129.21,,6.1,15,FI
Sweden,Cropland,,,,,5.67,4.14,,2025,131.49,,5.6,15,FI
Sweden,Cropland,,,,,33.17,8.57,,1633.33,153.85,,,15,FI
Sweden,Cropland,,,,,24.67,6.21,,1400,121.21,,6.4,15,FI
Sweden,Cropland,,,,,14.67,6.14,,2450,147.89,,6.3,15,FI
Sweden,Cropland,,,,,25.92,6.36,,1616.67,135.85,,6.9,15,FI
Sweden,Cropland,,,,,11,3.79,,2250,203.01,,5.3,15,FI
Sweden,Cropland,,Fallow,,,9.92,,,841.67,78.57,,6.2,10,FE
Sweden,Cropland,,No N fertilized,,,13.92,,,925,85.71,,6.4,10,FE
Sweden,Cropland,,N fertilized,,,21.08,,,1091.67,107.14,,6.5,10,FE
Sweden,Cropland,,N fertilized and straw amended,,,36.83,,,1475,135.71,,6.6,10,FE
Sweden,Cropland,,Fallow,,,8.25,,,841.67,78.57,,6.2,10,FE
Sweden,Cropland,,No N fertilized,,,14.5,,,925,85.71,,6.4,10,FE
Sweden,Cropland,,N fertilized,,,22.17,,,1091.67,107.14,,6.5,10,FE
Sweden,Cropland,,N fertilized and straw amended,,,34.25,,,1475,135.71,,6.6,10,FE
United Kingdom,Cropland,,winter wheat,,,42.17,,,2100,182.86,,7.4,10,FI
United Kingdom,Cropland,,winter wheat,,,20.42,,,858.33,85,,6.7,10,FI
United Kingdom,Cropland,,winter wheat,,,15.5,,,750,64.29,,7.4,10,FI
United kingdom,Cropland,,colver,,,9.74,,,1266.67,92.86,,5.4,10,FE
United kingdom,Cropland,,,,,,,0.19,641.67,77.14,17.1,7.41,10,FI
United kingdom,Cropland,,,,,,,2.33,4008.33,323.57,19.68,6.7,10,FI
United kingdom,Cropland,,,,,,,0.48,866.67,85.71,21.29,6.97,10,FI
United kingdom,Cropland,,,,,,,0.8,1466.67,138.57,26.45,7.63,10,FI
United kingdom,Cropland,,,,,,,1.19,3341.67,262.86,24.84,6.99,10,FI
United kingdom,Cropland,,,,,,,0.17,866.67,77.14,33.87,7.21,10,FI
United kingdom,Cropland,,,,,,,1.56,4675,278.57,29.68,5.59,10,FI
United kingdom,Cropland,,,,,,,0.89,2416.67,237.14,65.16,6.04,10,FI
United kingdom,Cropland,,continuous wheat,,,13.17,,0.19,641.67,77.14,17.1,7.41,10,FI
United kingdom,Cropland,,continuous wheat,,,15.83,,0.17,866.67,77.14,33.87,7.21,10,FI
United kingdom,Cropland,,continuous wheat,,,28.5,,0.93,2241.67,178.57,41.94,7.85,10,FI
United kingdom,Cropland,,arable rotation,,,25.42,,0.68,1591.67,132.86,30.65,6.64,15,FI
United kingdom,Cropland,,grass/colver ley,,,25,,0.48,866.67,85.71,21.29,6.97,10,FI
United kingdom,Cropland,,arable rottion,,,8.25,,0.23,991.67,85,29.68,6.75,15,FI
United kingdom,Cropland,,barley/grass-clover/roots rotation,,,41,,0.89,2416.67,228.57,65.16,6.04,10,FI
United kingdom,Cropland,,Horticultural crop,,,18.5,,,1258.33,108.57,,5.73,5,FE
United kingdom,Cropland,,Horticultural crop,,,59.67,,,3050,247.86,,5.83,5,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,14.08,,,866.67,71.43,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.25,,,1016.67,85.71,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.42,,,1025,92.86,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,14.33,,,1125,92.86,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,11.67,,,1191.67,100,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,9,,,1291.67,107.14,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.5,,,1016.67,78.57,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,11.67,,,1300,114.29,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,10,,,1516.67,135.71,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,6.58,,,1566.67,142.86,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,12.5,,,1175,100,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,7.83,,,1516.67,135.71,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,6.83,,,1658.33,142.86,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.17,,,1008.33,78.57,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15,,,1016.67,85.71,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.25,,,1008.33,78.57,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.08,,,1016.67,78.57,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.33,,,1000,78.57,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.08,,,1016.67,78.57,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.75,,,1008.33,85.71,,,10,FE
United kingdom,Cropland,,"barle, Italian rye, sugar beet",,,15.17,,,1016.67,85.71,,,10,FE
United kingdom,Cropland,,,,,26.25,,,900,,,7.91,23,FE
United kingdom,Cropland,,,,,23.25,,,900,,,7.88,23,FE
United kingdom,Cropland,,,,,26.42,,,875,,,7.9,23,FE
United kingdom,Cropland,,,,,14.25,,,933.33,,,7.94,23,FE
United kingdom,Cropland,,,,,25.25,,,875,,,7.9,23,FE
United kingdom,Cropland,,,,,15,,,925,,,7.01,23,FE
United kingdom,Cropland,,,,,20.5,,,916.67,,,7.97,23,FE
United kingdom,Cropland,,,,,29.17,,,933.33,,,7.91,23,FE
United kingdom,Cropland,,,,,26.75,,,975,,,7.83,23,FE
United kingdom,Cropland,,,,,17.08,,,1008.33,,,7.94,23,FE
United kingdom,Cropland,,,,,28.42,,,1025,,,7.93,23,FE
United kingdom,Cropland,,,,,28.08,,,958.33,,,7.97,23,FE
United kingdom,Cropland,,,,,19,,,958.33,,,7.94,23,FE
United kingdom,Cropland,,,,,18.42,,,958.33,,,7.83,23,FE
United kingdom,Cropland,,,,,24.5,,,991.67,,,7.94,23,FE
United kingdom,Cropland,,,,,11.17,,,866.67,,,7.89,23,FE
United kingdom,Cropland,,,,,15.5,,,900,,,8.04,23,FE
United kingdom,Cropland,,,,,25,,,900,,,7.98,23,FE
United Kingdom,Cropland,128,Wheat,,,43.08,,,2216.67,187.14,,7.9,15,FI
United Kingdom,Cropland,128,Wheat,,,17.5,,,658.33,69.29,,8.3,15,FI
United Kingdom,Cropland,128,Cereal,,,50.25,,,2041.67,205,,8,15,FI
United Kingdom,Cropland,128,Barley,,,33,,,1258.33,119.29,,7.3,15,FI
United kingdom,Cropland,,woburn fallow,,,5.08,1.57,,966.67,77.86,,5.5,10,FE
United kingdom,Cropland,,woburn arable,,,11.25,3.29,,1041.67,92.86,,6.4,10,FE
United kingdom,Cropland,,Woburn 8 yer ley,,,20.25,3.5,,1216.67,97.14,,6.8,10,FE
United kingdom,Cropland,,broadbalk continuous wheat (farmyard manure),,,41.5,8.5,,2666.67,222.14,,7.6,10,FE
United kingdom,Cropland,,broadbalk continuous wheat (nil),,,14.17,2.24,,908.33,83.57,,7.9,10,FE
United kingdom,Cropland,,fosters arable,,,18.92,4.01,,1358.33,115,,7.7,10,FE
United kingdom,Cropland,,"Northfield U.K, (arable)",,,28.25,6.37,,2675,232.86,,6.1,10,FE
United kingdom,Cropland,,,,,12.5,,,916.67,85.71,,6.7,10,FE
United kingdom,Cropland,,,,,16.08,,,2691.67,228.57,,6.8,10,FE
United Kingdom,Cropland,,wheat,,,12.92,,,1083.33,85.71,,7.1,15,"FE, FI, and SIR"
United Kingdom,Cropland,,wheat,,,51.58,,,2300,192.86,,6.6,15,"FE, FI, and SIR"
United kingdom,Cropland,,wheat,,,22.5,4.18,0.58,,,,,10,FI
United kingdom,Cropland,,wheat,,,21.67,4.23,0.58,,,,,23,FI
United kingdom,Cropland,,,,,46.67,,,1875,,,6.5,20,FE
United kingdom,Cropland,,,,,30.58,,,1983.33,,,5.9,20,FE
United kingdom,Cropland,,Woodland,,,108,,,5866.67,,,5.9,20,FE
United kingdom,Cropland,,,,,121.58,,,5600,,,5.9,20,FE
United States of America,Cropland,,,,,39.83,,,3041.67,210.71,,6.27,5,FE
United States of America,Cropland,,,,,39.83,,,3225,236.43,,5.85,5,FE
United States of America,Cropland,,Dry peas,,,68.3,,,3883.333333,264.2857143,,6,,SIR
United States of America,Cropland,,Dry peas,,,129.2,,,2033.333333,142.8571429,,6.2,,SIR
United States of America,Cropland,,,,,20.82,0.91,,733.33,521.43,,6.5,15,FE
United States of America,Cropland,,wheat,,,54.83,,,13083.33,992.86,,,,FE
United States of America,Cropland,,wheat,,,12.33,,,15250,1128.57,,,,FE
United States of America,Cropland,,wheat,,,331.67,,,19000,1400,,,,FE
United States of America,Cropland,,wheat,,,36.08,,,3250,214.29,,,,FE
United States of America,Cropland,,Maize,,,75.31,,,2350,206.43,,,7.5,FE
United States of America,Cropland,,Maize,,,41.27,,,1341.67,141.43,,,7.5,FE
United States of America,Cropland,,Maize,,,22.46,,,1533.33,121.43,,,7.5,FE
United States of America,Cropland,,Maize,,,21.54,,,1025,105,,,7.5,FE
United States of America,Cropland,,Maize,,,52.22,,,3266.67,247.14,,,7.5,FE
United States of America,Cropland,,Maize,,,43.3,,,2916.67,227.86,,,7.5,FE
United States of America,Cropland,,Maize,,,47.01,,,2091.67,165,,,7.5,FE
United States of America,Cropland,,Maize,,,58.87,,,,,,,7.5,FE
United States of America,Cropland,,Maize,,,43.72,,,1441.67,112.86,,,7.5,FE
United States of America,Cropland,,Wheat,,,52.89,,,1275,111.43,,,7.5,FE
United States of America,Cropland,,Wheat,,,59.44,,,1116.67,100.71,,,7.5,FE
United States of America,Cropland,,Wheat,,,54.67,,,1008.33,85.71,,,7.5,FE
United States of America,Cropland,,Wheat,,,101.23,,,2091.67,171.43,,,7.5,FE
United States of America,Cropland,,Wheat,,,77.47,,,2066.67,166.43,,,7.5,FE
United States of America,Cropland,,Wheat,,,70.61,,,1791.67,163.57,,,7.5,FE
United States of America,Cropland,,Wheat,,,51.73,,,1466.67,133.57,,,7.5,FE
United States of America,Cropland,,Maize,,,45.58,,,1325,142.86,,,15,FE
United States of America,Cropland,,Maize,,,42.12,,,1316.67,142.14,,,15,FE
United States of America,Cropland,,Maize,,,24.15,,,1150,117.14,,,15,FE
United States of America,Cropland,,Maize,,,22.07,,,1125,105.71,,,15,FE
United States of America,Cropland,,Maize,,,49.07,,,2966.67,233.57,,,15,FE
United States of America,Cropland,,Maize,,,49.16,,,3375,260.71,,,15,FE
United States of America,Cropland,,Maize,,,30.6,,,1950,147.86,,,15,FE
United States of America,Cropland,,Maize,,,39.09,,,,,,,15,FE
United States of America,Cropland,,Maize,,,46.42,,,1691.67,136.43,,,15,FE
United States of America,Cropland,,Wheat,,,45.81,,,1066.67,106.43,,,15,FE
United States of America,Cropland,,Wheat,,,47.41,,,1016.67,105,,,15,FE
United States of America,Cropland,,Wheat,,,41.47,,,1016.67,100.71,,,15,FE
United States of America,Cropland,,Wheat,,,53.17,,,1666.67,145.71,,,15,FE
United States of America,Cropland,,Wheat,,,47.41,,,1450,129.29,,,15,FE
United States of America,Cropland,,Wheat,,,47.68,,,1583.33,140.71,,,15,FE
United States of America,Cropland,,Wheat,,,48.31,,,1600,139.29,,,15,FE
United States of America,Cropland,,wheat/soybean,,,105,,,1400,121.43,,,,FI
United States of America,Cropland,,wheat/soy-sorghum,,,83.33,,,1291.67,114.29,,,,FI
United States of America,Cropland,,wheat,,,62.5,,,966.67,85.71,,,,FI
United States of America,Cropland,,wheat/soybean,,,40,,,691.67,71.43,,,,FI
United States of America,Cropland,,wheat,,,23.33,,,616.67,57.14,,,,FI
United States of America,Cropland,,soybean,18.7,1584,3.75,,,441.67,,,4.2,15,SIR
United States of America,Cropland,,sorghum,18.7,1584,3.96,,,558.33,,,4.2,15,SIR
United States of America,Cropland,,soybean,18.7,1584,4.42,,,500,,,4.1,15,SIR
United States of America,Cropland,,sorghum,18.7,1584,4.33,,,558.33,,,4,15,SIR
United States of America,Cropland,,soybean,18.7,1584,4.33,,,475,,,4.3,15,SIR
United States of America,Cropland,,sorghum,18.7,1584,5,,,575,,,4.2,15,SIR
United States of America,Cropland,,soybean,18.7,1584,7.08,,,541.67,,,5,15,SIR
United States of America,Cropland,,sorghum,18.7,1584,6.17,,,575,,,4.8,15,SIR
United States of America,Cropland,,soybean,18.7,1584,7.21,,,508.33,,,5.2,15,SIR
United States of America,Cropland,,sorghum,18.7,1584,6.42,,,516.67,,,5.2,15,SIR
United States of America,Cropland,,cotton,18,1448,14.25,,,,,,5,15,SIR
United States of America,Cropland,,coybean,18,1448,12.15,,,716.67,,,5,15,SIR
United States of America,Cropland,,rye,18,1448,11.04,,,591.67,,,5.3,15,SIR
United States of America,Cropland,,cotton,18,1448,8.47,,,466.67,,,5.4,15,SIR
United States of America,Cropland,,soybean,18,1448,10.93,,,525,,,5.4,15,SIR
United States of America,Cropland,,rye,18,1448,10.14,,,375,,,5.4,15,SIR
United States of America,Cropland,,cotton,18,1448,2.4,,,291.67,,,4.2,15,SIR
United States of America,Cropland,,soybean,18,1448,5.29,,,325,,,4.4,15,SIR
United States of America,Cropland,,rye,18,1448,4.53,,,316.67,,,4.2,15,SIR
United States of America,Cropland,,cotton,18,1448,11.96,,,450,,,5.6,15,SIR
United States of America,Cropland,,soybean,18,1448,10.98,,,458.33,,,5.1,15,SIR
United States of America,Cropland,,rye,18,1448,12.25,,,458.33,,,5.2,15,SIR
United States of America,Cropland,,cotton,18,1448,6.47,,,416.67,,,5.4,15,SIR
United States of America,Cropland,,soybean,18,1448,9.2,,,441.67,,,4.9,15,SIR
United States of America,Cropland,,rye,18,1448,8.74,,,450,,,5.1,15,SIR
United States of America,Cropland,,cotton,18,1448,14.88,,,575,,,5.7,15,SIR
United States of America,Cropland,,soybean,18,1448,11.2,,,616.67,,,5,15,SIR
United States of America,Cropland,,rye,18,1448,13.33,,,541.67,,,5,15,SIR
United States of America,Cropland,,cotton,18,1448,10.34,,,583.33,,,5.6,15,SIR
United States of America,Cropland,,soyean,18,1448,12.43,,,575,,,5,15,SIR
United States of America,Cropland,,rye,18,1448,11.87,,,500,,,5.1,15,SIR
United States of America,Cropland,,cotton,18,1448,10.9,,,600,,,5.6,15,SIR
United States of America,Cropland,,soybean,18,1448,11.09,,,575,,,5.2,15,SIR
United States of America,Cropland,,rye,18,1448,13.97,,,616.67,,,4.9,15,SIR
United States of America,Cropland,,cotton,18,1448,8.31,,,425,,,5.6,15,SIR
United States of America,Cropland,,soybean,18,1448,7.4,,,533.33,,,4.9,15,SIR
United States of America,Cropland,,rye,18,1448,9.43,,,583.33,,,4.9,15,SIR
United States of America,Cropland,,cotton,18,1448,8.43,,,500,,,5.6,15,SIR
United States of America,Cropland,,soybean,18,1448,10.25,,,575,,,4.9,15,SIR
United States of America,Cropland,,rye,18,1448,9.83,,,525,,,5,15,SIR
United States of America,Cropland,,cotton,18,1448,7.63,,,508.33,,,4.2,15,SIR
United States of America,Cropland,,soybean,18,1448,6.6,,,550,,,4.2,15,SIR
United States of America,Cropland,,rye,18,1448,5.48,,,566.67,,,4.1,15,SIR
United States of America,Cropland,,cotton,18,1448,14.2,,,641.67,,,5.7,15,SIR
United States of America,Cropland,,soybena,18,1448,10.37,,,591.67,,,4.9,15,SIR
United States of America,Cropland,,rye,18,1448,11.4,,,525,,,4.9,15,SIR
United States of America,Cropland,,cotton,18,1448,12.37,,,616.67,,,5.2,15,SIR
United States of America,Cropland,,soybean,18,1448,9.72,,,658.33,,,4.7,15,SIR
United States of America,Cropland,,rye,18,1448,9.56,,,550,,,4.7,15,SIR
United States of America,Cropland,,cotton,18,1448,10.33,,,475,,,5,15,SIR
United States of America,Cropland,,soybean,18,1448,9.19,,,508.33,,,4.9,15,SIR
United States of America,Cropland,,rye,18,1448,8.36,,,433.33,,,4.6,15,SIR
United States of America,Cropland,,soybean,15.8,1348,19.08,,,658.33,,,4.8,15,SIR
United States of America,Cropland,,sorghum,15.8,1348,19.71,,,616.67,,,4.7,15,SIR
United States of America,Cropland,,soybean,15.8,1348,16.38,,,591.67,,,4.6,15,SIR
United States of America,Cropland,,sorghum,15.8,1348,17.5,,,625,,,4.5,15,SIR
United States of America,Cropland,,soybean,15.8,1348,20.13,,,533.33,,,4.7,15,SIR
United States of America,Cropland,,sorghum,15.8,1348,20.75,,,633.33,,,5.4,15,SIR
United States of America,Cropland,,soybean,15.8,1348,22.92,,,591.67,,,5.2,15,SIR
United States of America,Cropland,,sorghum,15.8,1348,23.04,,,558.33,,,5.1,15,SIR
United States of America,Cropland,,soybean,15.8,1348,24.42,,,583.33,,,5.2,15,SIR
United States of America,Cropland,,sorghum,15.8,1348,24.5,,,541.67,,,5.4,15,SIR
United States of America,Cropland,,Clover,12.7,950,24.13,,,1275,,,6.6,15,FI
United States of America,Cropland,,Wheat,12.7,950,22.11,,,1091.67,,,6.4,15,FI
United States of America,Cropland,,Clover,12.7,950,39.58,,,1291.67,,,6.6,15,FI
United States of America,Cropland,,Clover,12.7,950,22.45,,,1216.67,,,6.6,15,FI
United States of America,Cropland,,Wheat,12.7,950,35.77,,,1391.67,,,5.5,15,FI
United States of America,Cropland,,Corn,12.7,950,22.61,,,1166.67,,,5.9,15,FI
United States of America,Cropland,,Corn,12.7,950,30.63,,,1966.67,,,5.5,15,FI
United States of America,Cropland,,wheat,12.7,950,15.81,,,750,,,4.6,15,FI
United States of America,Cropland,,wheat,12.7,950,33.08,,,1458.33,,,5,15,FI
United States of America,Cropland,,corn,12.7,950,9.61,,,641.67,,,4.7,15,FI
United States of America,Cropland,,corn,12.7,950,26.53,,,1316.67,,,5.2,15,FI
United States of America,Cropland,,clover,12.7,950,42.12,,,1633.33,,,5.5,15,FI
United States of America,Cropland,,clover,12.7,950,28.02,,,1291.67,,,6.6,15,FI
United States of America,Cropland,,clover,12.7,950,28.07,,,1025,,,5.2,15,FI
United States of America,Cropland,,clover,12.7,950,34.31,,,1233.33,,,6.6,15,FI
United States of America,Cropland,,clover,12.7,950,27.5,,,1291.67,,,6.5,15,FI
United States of America,Cropland,,clover,12.7,950,28.92,,,1225,,,6.5,15,FI
United States of America,Cropland,,clover,12.7,950,28.3,,,1158.33,,,6.5,15,FI
United States of America,Cropland,,,13.4,817,24.89,,,1275,,,5.5,15,FI
United States of America,Cropland,,,13.4,817,33.28,,,1425,,,5.5,15,FI
United States of America,Cropland,,Forb-oat-corn,9.5,845,31.73,,,1675,,,7,15,FI
United States of America,Cropland,,Forb-oat-corn,9.5,845,28.88,,,1725,,,7,15,FI
United States of America,Cropland,,Forb-oat-corn,9.5,845,36.43,,,1733.33,,,7,15,FI
United States of America,Cropland,,Corn,9.5,845,25.5,,,1758.33,,,6.8,15,FI
United States of America,Cropland,,cotton,15.4,468,30.8,,,700,,,7.7,15,FI
United States of America,Cropland,,corn,9.1,370,47.45,,,1158.33,,,6.7,15,FI
United States of America,Cropland,,corn,9.1,370,44.83,,,1066.67,,,7.2,15,FI
United States of America,Cropland,,corn,9.1,370,21.16,,,566.67,,,6.9,15,FI
United States of America,Cropland,,corn,9.1,370,28.18,,,558.33,,,6.6,15,FI
United States of America,Cropland,,Wheat-fallow,9.6,446,24.36,,,750,,,6.6,15,FI
United States of America,Cropland,,Wheat-fallow,9.6,446,25.19,,,841.67,,,6.4,15,FI
United States of America,Cropland,,sorghum,12,412,49.14,,,933.33,,,7.4,15,FI
United States of America,Cropland,,wheat,12,412,40.42,,,916.67,,,7.4,15,FI
United States of America,Cropland,,Wheat-fallow-sorghum,12,412,43.23,,,833.33,,,7.4,15,FI
United States of America,Cropland,,Wheat-fallow-sorghum,12,412,45.35,,,966.67,,,7.4,15,FI
United States of America,Cropland,,Wheat-fallow-sorghum,12,412,38.33,,,841.67,,,7.4,15,FI
United States of America,Cropland,,corn,12,412,42.93,,,858.33,,,7.9,15,FI
United States of America,Cropland,,corn,12,412,43.02,,,933.33,,,7.9,15,FI
United States of America,Cropland,,sorghum,12,412,40.56,,,900,,,7.9,15,FI
United States of America,Cropland,,sorghum,12,412,50.91,,,966.67,,,7.9,15,FI
United States of America,Cropland,,corn,11.5,890,10.26,,,1325,,,5.2,15,FI
United States of America,Cropland,,corn,11.5,890,17.63,,,1900,,,6.5,15,FI
United States of America,Cropland,,corn,11.5,890,16.06,,,1283.33,,,6,15,FI
United States of America,Cropland,,corn,11.5,890,20.8,,,1558.33,,,6.3,15,FI
United States of America,Cropland,,corn,11.5,890,16.59,,,1600,,,6.2,15,FI
United States of America,Cropland,,Corn-soybean,11.5,890,13.51,,,1650,,,5.3,15,FI
United States of America,Cropland,,Corn-soybean,11.5,890,18.89,,,2133.33,,,6.4,15,FI
United States of America,Cropland,,Corn-soybean,11.5,890,17.45,,,1650,,,6.1,15,FI
United States of America,Cropland,,Corn-soybean,11.5,890,17.14,,,1725,,,6.4,15,FI
United States of America,Cropland,,Corn-soybean,11.5,890,17.93,,,1675,,,6.4,15,FI
United States of America,Cropland,,Corn-oat-clover,11.5,890,21.85,,,2091.67,,,5.2,15,FI
United States of America,Cropland,,Corn-oat-clover,11.5,890,37.3,,,2733.33,,,6.5,15,FI
United States of America,Cropland,,Corn-oat-clover,11.5,890,30.39,,,2008.33,,,6,15,FI
United States of America,Cropland,,Corn-oat-clover,11.5,890,36.04,,,2375,,,6.6,15,FI
United States of America,Cropland,,Corn-oat-clover,11.5,890,38.72,,,2216.67,,,6.7,15,FI
United States of America,Cropland,,Grass-oat-corn,9.1,905,30.66,,,1075,,,6.6,15,FI
United States of America,Cropland,,Grass-oat-corn,9.1,905,29.76,,,1041.67,,,6.6,15,FI
United States of America,Cropland,,Grass-oat-corn,9.1,905,29.91,,,1075,,,6.6,15,FI
United States of America,Cropland,,Corn,9.1,905,17.99,,,925,,,6.6,15,FI
United States of America,Cropland,,Tomato,23.3,1221,4.6,,,441.67,,,5.5,,SIR
United States of America,Cropland,,pepper tomato,23.3,1221,4.13,,,391.67,,,6,,SIR
United States of America,Cropland,,Tomato-w ppper,23.3,1221,3.42,,,400,,,5.5,,SIR
United States of America,Cropland,,Oats-soybean,20.7,1416,7.45,,,950,,,4.7,,SIR
United States of America,Cropland,,Oats-sorghum,20.7,1416,6.65,,,933.33,,,4.6,,SIR
United States of America,Cropland,,Oats-soybean,20.7,1416,5.84,,,975,,,4.4,,SIR
United States of America,Cropland,,Oats-sorghum,20.7,1416,8.03,,,900,,,4.6,,SIR
United States of America,Cropland,,Corn-rye,20.7,1416,3.48,,,700,,,4.6,,SIR
United States of America,Cropland,,Cont-soybean,20.7,1416,5.17,,,775,,,5.4,,SIR
United States of America,Cropland,,Cont-sugarcane,19.7,1373,38.84,,,1258.33,,,7.8,,SIR
United States of America,Cropland,,cont.sugarcane,19.7,1373,46.84,,,1508.33,,,7.5,,SIR
United States of America,Cropland,,cont.cotton,18,1339,17.38,,,783.33,,,5.7,,SIR
United States of America,Cropland,,cotton,18,1339,25.83,,,958.33,,,5.7,,SIR
United States of America,Cropland,,cotton,18,1339,24.77,,,1033.33,,,5.4,,SIR
United States of America,Cropland,,cont.cotton,18,1339,6.11,,,358.33,,,6.7,,SIR
United States of America,Cropland,,cotton,18,1339,23.73,,,833.33,,,5.8,,SIR
United States of America,Cropland,,cont.cotton,18,1339,23.63,,,858.33,,,5.9,,SIR
United States of America,Cropland,,cotton,18,1339,28.17,,,975,,,5.4,,SIR
United States of America,Cropland,,cotton-C-r_soy,18,1339,29.33,,,1025,,,5.4,,SIR
United States of America,Cropland,,cotton-C-r_soy,18,1339,30.11,,,925,,,5.4,,SIR
United States of America,Cropland,,cotton-C-r_soy,18,1339,21.11,,,900,,,5.7,,SIR
United States of America,Cropland,,cont.cotton,18,1339,21.77,,,700,,,6.1,,SIR
United States of America,Cropland,,cont.sorghum,16.8,1255,31.26,,,916.67,,,5.6,,SIR
United States of America,Cropland,,cont.soybeans,16.8,1255,35.89,,,966.67,,,5.8,,SIR
United States of America,Cropland,,sorghum soy-soy,16.8,1255,31.81,,,850,,,5.9,,SIR
United States of America,Cropland,,Sorghum-sorghum-soy,16.8,1255,34.1,,,991.67,,,5.4,,SIR
United States of America,Cropland,,wheat and soybean,,,10.73,,,800,,,5.6,15,Microwaved soil extraction
United States of America,Cropland,,wheat and soybean,,,12.48,,,791.67,,,5.3,15,Microwaved soil extraction
United States of America,Cropland,,wheat and soybean,,,8.83,,,858.33,,,5.7,15,Microwaved soil extraction
United States of America,Cropland,,wheat and soybean,,,9.66,,,875,,,5.9,15,Microwaved soil extraction
United States of America,Cropland,,wheat and soybean,,,8.81,,,866.67,,,6.1,15,Microwaved soil extraction
United States of America,Cropland,,wheat and soybean,,,10.06,,,866.67,,,5.5,15,Microwaved soil extraction
